,Feature1,Feature2
1970,LBP,PLA2G2A
1971,LBP,RBP4
1972,LBP,S100A8
1973,LBP,S100A9
1974,LBP,SAA2
1975,LBP,TDRD1
1976,LBP,THRSP
1977,LBP,TNFSF12-TNFSF13
1978,LCN2,B3GNT3
1979,LCN2,CHI3L2
1980,LCN2,FAM83A
1981,LCN2,FOLR1
1982,LCN2,FUT3
1983,LCN2,GRB14
1984,LCN2,NCCRP1
1985,LCN2,PDZK1IP1
1986,LCN2,PI3
1987,LCN2,RASAL1
1988,LCN2,RHCG
1989,LCN2,S100P
1990,LCN2,SLPI
1991,LEP,AKR1C2
1992,LEP,AQP7
1993,LEP,PCOLCE2
1994,LEP,PLIN1
1995,LEP,PLIN4
1996,LEP,RBP4
1997,LEP,SCARA5
1998,LGR6,C2orf40
1999,LGR6,ERBB2
2000,LGR6,IRX1
2001,LGR6,IRX4
2002,LGR6,MAOB
2003,LOC100271831,?|652919
2004,LOC100271831,COL9A3
2005,LOC100271831,TNFSF12-TNFSF13
2006,LOC389033,CDH1
2007,LOC389033,LOC440905
2008,LOC389033,PAM50Call_RNAseq
2009,LOC642587,GPRIN2
2010,LOC642587,HRASLS5
2011,LOC642587,LGR6
2012,LOC642587,LOC389033
2013,LOC642587,MAOB
2014,LOC642587,PDZK1IP1
2015,LOC728606,C1orf106
2016,LOC728606,CYP4X1
2017,LOC728606,FUT6
2018,LOC728606,GJB1
2019,LOC728606,PHGR1
2020,LOC728606,SLC1A1
2021,LOC728606,TMEM40
2022,LOC728606,TPRG1
2023,LOC728606,VIPR2
2024,LPPR3,CLSTN2
2025,LPPR3,DOK7
2026,LPPR3,ELOVL2
2027,LPPR3,KCNF1
2028,LPPR3,MAPT
2029,LPPR3,MS4A8B
2030,LPPR3,NKAIN1
2031,LPPR3,PLIN5
2032,LPPR3,RBM24
2033,LPPR3,TDRD1
2034,LPPR3,TMPRSS6
2035,LPPR3,TPSG1
2036,LRG1,CYP4F11
2037,LRG1,FUT6
2038,LRG1,GABBR2
2039,LRG1,PDZK1IP1
2040,LRG1,PLIN5
2041,LRG1,RIMS2
2042,LRG1,SLC1A1
2043,LRG1,TSPAN1
2044,LRP1B,ABCC13
2045,LRP1B,ACTL8
2046,LRP1B,ADAMTS19
2047,LRP1B,C2orf40
2048,LRP1B,CYP4F11
2049,LRP1B,GLRA3
2050,LRP1B,POF1B
2051,LRP1B,SLC1A1
2052,LRP2,ABCC12
2053,LRP2,ADAMTS15
2054,LRP2,ADCY5
2055,LRP2,AFF3
2056,LRP2,C2orf54
2057,LRP2,CLSTN2
2058,LRP2,DCDC2
2059,LRP2,DLX2
2060,LRP2,FUT3
2061,LRP2,GPR26
2062,LRP2,HEPACAM2
2063,LRP2,KCNC2
2064,LRP2,MMP1
2065,LRP2,NDP
2066,LRP2,NMU
2067,LRP2,PAM50Call_RNAseq
2068,LRP2,PHGR1
2069,LRP2,RBM24
2070,LRP2,RGS22
2071,LRP2,TMPRSS3
2072,LRRC31,ATP13A4
2073,LRRC31,CCNO
2074,LRRC31,CLGN
2075,LRRC31,CRYM
2076,LRRC31,CXADRP3
2077,LRRC31,FREM2
2078,LRRC31,GJB1
2079,LRRC31,GLDC
2080,LRRC31,GLYATL1
2081,LRRC31,LOC728606
2082,LRRC31,NAT1
2083,LRRC31,PLA2G3
2084,LRRC31,PRODH
2085,LRRC31,PYDC1
2086,LRRC31,SLC44A4
2087,LRRC31,TOX3
2088,LRRC31,TSPAN1
2089,LRRC31,VIPR2
2090,LTF,ATP13A4
2091,LTF,CECR2
2092,LTF,CGA
2093,LTF,CHI3L2
2094,LTF,CTNND2
2095,LTF,CXADRP3
2096,LTF,CXCL17
2097,LTF,FOXI1
2098,LTF,LOC642587
2099,LTF,LRG1
2100,LTF,NTNG1
2101,LTF,OLFM4
2102,LTF,PDZK1IP1
2103,LTF,PIGR
2104,LTF,PYDC1
2105,LTF,SLC1A1
2106,LTF,SLC28A3
2107,LTF,SLC5A1
2108,LTF,SPAG6
2109,LTF,TNNT1
2110,LTF,VIPR2
2111,LY6D,ATP13A5
2112,LY6D,DEFB1
2113,LY6D,FGFBP1
2114,LY6D,GJB3
2115,LY6D,GSTA1
2116,LY6D,KLK8
2117,LY6D,KRT4
2118,LY6D,KRT6C
2119,LY6D,LOC84740
2120,LY6D,MMP12
2121,LY6D,NCCRP1
2122,LY6D,PI3
2123,LY6D,RHCG
2124,LY6D,S100A2
2125,LY6D,SBSN
2126,LY6K,PSAT1
2127,MAGEA3,MAGEA1
2128,MAGEA3,MKRN3
2129,MAGEA6,MAGEA1
2130,MAGEA6,MAGEA3
2131,MAOB,CDH1
2132,MAOB,IRX1
2133,MAPK4,BCL11A
2134,MAPK4,DLGAP1
2135,MAPK4,FBN3
2136,MAPK4,IRX1
2137,MAPK4,PART1
2138,MAPK4,SLC6A11
2139,MAPK4,SMOC1
2140,MAPT,CLSTN2
2141,MAPT,LOC389033
2142,MAPT,PAM50Call_RNAseq
2143,MAPT,RASAL1
2144,MARCO,CCL18
2145,MARCO,DACH1
2146,MARCO,FOXA1
2147,MARCO,MMP12
2148,MARCO,MMP7
2149,MARCO,MS4A8B
2150,MARCO,NOVA1
2151,MARCO,PCOLCE2
2152,MARCO,PSAT1
2153,MARCO,SPAG17
2154,MARCO,TNFSF12-TNFSF13
2155,MIA,COL9A3
2156,MIA,IRX1
2157,MIA,KRT15
2158,MIA,LGR6
2159,MIA,ROPN1
2160,MIA,ROPN1B
2161,MIA,SCRG1
2162,MIA,SFRP1
2163,MIA,SHC4
2164,MIA,SOSTDC1
2165,MIA,TTYH1
2166,MIA,UGT8
2167,MKRN3,LOC389033
2168,MKX,SLC1A1
2169,MMP1,CCL18
2170,MMP1,COL11A1
2171,MMP1,DACH1
2172,MMP1,EDN3
2173,MMP1,FUT3
2174,MMP1,MARCO
2175,MMP1,MMP12
2176,MMP1,MMP13
2177,MMP1,NEK10
2178,MMP1,NMU
2179,MMP1,NOVA1
2180,MMP1,PROL1
2181,MMP1,PSAT1
2182,MMP1,SBSN
2183,MMP1,SEZ6L
2184,MMP1,SLC26A3
2185,MMP1,TRPA1
2186,MMP1,WFDC2
2187,MMP1,WT1
2188,MMP12,CCL18
2189,MMP12,MMP7
2190,MMP12,OGN
2191,MMP12,PPP1R14C
2192,MMP12,PSAT1
2193,MMP13,COL11A1
2194,MMP13,EPYC
2195,MMP13,MMP10
2196,MMP13,OGN
2197,MMP7,IRX1
2198,MMP7,LOC84740
2199,MS4A1,CD79A
2200,MS4A1,FLT3
2201,MS4A1,PLA2G2D
2202,MS4A15,FAM3B
2203,MS4A15,GLYATL1
2204,MS4A15,HRASLS5
2205,MS4A15,IGDCC3
2206,MS4A15,MS4A8B
2207,MS4A15,SMOC1
2208,MS4A15,TPSG1
2209,MS4A8B,EMX1
2210,MS4A8B,PLIN5
2211,MSLN,A2ML1
2212,MSLN,ANKRD30B
2213,MSLN,AR
2214,MSLN,ART3
2215,MSLN,COL9A3
2216,MSLN,CYP4Z2P
2217,MSLN,FBN3
2218,MSLN,FOLR1
2219,MSLN,FOXA1
2220,MSLN,FSIP1
2221,MSLN,GJB3
2222,MSLN,KLHDC7A
2223,MSLN,LOC339535
2224,MSLN,LOC84740
2225,MSLN,LY6K
2226,MSLN,MKRN3
2227,MSLN,NKAIN1
2228,MSLN,S100A1
2229,MSLN,SLC7A2
2230,MSLN,SYTL5
2231,MSLN,TLX1
2232,MSLN,TOX3
2233,MSLN,VGLL1
2234,MSMB,CDH1
2235,MSMB,CPA6
2236,MSMB,FAM83A
2237,MSMB,FSIP1
2238,MSMB,GLRA3
2239,MSMB,GPR98
2240,MSMB,HS6ST3
2241,MSMB,IL20
2242,MSMB,KRT23
2243,MSMB,MS4A8B
2244,MSMB,PHGR1
2245,MSMB,PP14571
2246,MSMB,RIMS4
2247,MSMB,S100P
2248,MSMB,SYTL5
2249,MSMB,TFPI2
2250,MSMB,TRH
2251,MSMB,TSPAN8
2252,MSMB,UGT2B15
2253,MUC15,ATP13A5
2254,MUC15,DOK7
2255,MUC15,DSG1
2256,MUC15,FOLR1
2257,MUC15,GRM4
2258,MUC15,GSTA1
2259,MUC15,KLK8
2260,MUC15,LCN2
2261,MUC15,MKRN3
2262,MUC15,PIK3C2G
2263,MUC15,PTPRZ1
2264,MUC15,SOSTDC1
2265,MUC16,ART3
2266,MUC16,B3GNT3
2267,MUC16,ELF5
2268,MUC16,ERBB4
2269,MUC16,GJB3
2270,MUC16,KRT81
2271,MUC16,LCN2
2272,MUC16,MSLN
2273,MUC16,NCCRP1
2274,MUC16,RASAL1
2275,MUC16,SLC28A3
2276,MUC16,VGLL1
2277,MUC16,VSIG2
2278,MUC2,CDH1
2279,MUC2,CHGB
2280,MUC2,GATA4
2281,MUC2,MAOB
2282,MUC2,NEURL
2283,MUC2,PEG10
2284,MUC2,PHGR1
2285,MUC2,RIMS2
2286,MUC2,SLC28A3
2287,MUC2,TRH
2288,MUC2,WT1
2289,MUC5B,BPIL1
2290,MUC5B,CST9
2291,MUC5B,CXCL14
2292,MUC5B,DIO1
2293,MUC5B,FOXI1
2294,MUC5B,FUT6
2295,MUC5B,GRB14
2296,MUC5B,HRASLS5
2297,MUC5B,MUC16
2298,MUC5B,MUC2
2299,MUC5B,RASAL1
2300,MUC5B,S100P
2301,MUC5B,SLPI
2302,MUC5B,SYNPO2L
2303,MUC6,C16orf89
2304,MUC6,C1orf173
2305,MUC6,C2CD4A
2306,MUC6,GPR26
2307,MUC6,MUC2
2308,MUC6,NXPH1
2309,MUC6,PNMT
2310,MUC6,PP14571
2311,MUC6,PPP1R1B
2312,MUC6,PRODH
2313,MUC6,TAT
2314,MUCL1,ALOX15B
2315,MUCL1,APOD
2316,MUCL1,ATP13A4
2317,MUCL1,ATP13A5
2318,MUCL1,C2CD4A
2319,MUCL1,CLCA2
2320,MUCL1,CRISP3
2321,MUCL1,CRYM
2322,MUCL1,CYP4F8
2323,MUCL1,CYP4Z2P
2324,MUCL1,FAM3B
2325,MUCL1,FAM5C
2326,MUCL1,HGD
2327,MUCL1,HMGCS2
2328,MUCL1,POF1B
2329,MUCL1,PPP1R1A
2330,MUCL1,PRODH
2331,MUCL1,TAT
2332,MUCL1,TRPV6
2333,MUCL1,TSPAN8
2334,MUCL1,UGT2B28
2335,MYBPC1,CLIC6
2336,MYBPC1,CPLX2
2337,MYBPC1,CXCL13
2338,MYBPC1,CYP4F22
2339,MYBPC1,EDN3
2340,MYBPC1,FABP7
2341,MYBPC1,LGR6
2342,MYBPC1,LOC642587
2343,MYBPC1,MIA
2344,MYBPC1,OBP2B
2345,MYBPC1,PRODH
2346,MYBPC1,SCGB3A1
2347,MYBPC1,SLC26A3
2348,MYBPC1,SLC6A14
2349,MYBPC1,WIF1
2350,MYT1,CPLX2
2351,MYT1,GATA4
2352,MYT1,GRM4
2353,MYT1,PAH
2354,MYT1,RET
2355,MYT1,TNFSF12-TNFSF13
2356,NAT1,F7
2357,NAT1,GABBR2
2358,NAT1,LOC440905
2359,NAT1,LRG1
2360,NAT1,PAM50Call_RNAseq
2361,NAT1,RIMS2
2362,NAT1,TTC36
2363,NBPF4,NBPF6
2364,NCCRP1,B3GNT3
2365,NCCRP1,CHI3L2
2366,NCCRP1,FUT3
2367,NCCRP1,GJB3
2368,NCCRP1,RASAL1
2369,NCCRP1,SBSN
2370,NCCRP1,SLC15A1
2371,NCCRP1,SLPI
2372,NCCRP1,TMEM40
2373,NCRNA00052,C3orf57
2374,NCRNA00052,GATA4
2375,NCRNA00052,IL20
2376,NCRNA00052,MS4A15
2377,NCRNA00052,SYT1
2378,NDP,FAM83A
2379,NDP,HRASLS5
2380,NDP,IGDCC3
2381,NDP,MAOB
2382,NDP,PI15
2383,NDP,SHISA2
2384,NDP,SOX2
2385,NDP,SYNPO2L
2386,NEK10,C1orf173
2387,NEK10,CCNO
2388,NEK10,CYP4X1
2389,NEK10,DCDC2
2390,NEK10,LOC728606
2391,NEK10,MAPT
2392,NEK10,NAT1
2393,NEK10,NMU
2394,NEK10,PPP4R4
2395,NEK10,TTC36
2396,NEK10,VIPR2
2397,NELL2,EMX1
2398,NEURL,AKR1C2
2399,NEURL,DOK7
2400,NEURL,EMX1
2401,NEURL,RET
2402,NEURL,SCNN1G
2403,NKAIN1,CHST8
2404,NKAIN1,CLSTN2
2405,NKAIN1,FLT3
2406,NKAIN1,GPRIN2
2407,NKAIN1,MAPT
2408,NKAIN1,MYT1
2409,NKAIN1,NTNG1
2410,NKAIN1,RASAL1
2411,NKAIN1,SLPI
2412,NLRP2,FLT3
2413,NOVA1,ADAMTS15
2414,NOVA1,CLSTN2
2415,NOVA1,FGF10
2416,NPY1R,AGTR1
2417,NPY1R,C1orf173
2418,NPY1R,DOK7
2419,NPY1R,ELOVL2
2420,NPY1R,FSIP1
2421,NPY1R,GFRA1
2422,NPY1R,NPY5R
2423,NPY1R,PGR
2424,NPY1R,RBM24
2425,NPY1R,RIMS4
2426,NPY1R,TDRD1
2427,NPY1R,TPRG1
2428,NPY1R,WDR72
2429,NPY5R,AKR1C2
2430,NTNG1,SCNN1G
2431,NTNG1,ZNF385B
2432,NXPH1,AFP
2433,NXPH1,CLGN
2434,NXPH1,CRYM
2435,NXPH1,FAM3B
2436,NXPH1,HS6ST3
2437,NXPH1,KRT23
2438,NXPH1,LRP1B
2439,NXPH1,NKX2-2
2440,NXPH1,PP14571
2441,NXPH1,SCGN
2442,NXPH1,TSPAN8
2443,NXPH1,UGT2B28
2444,OBP2B,AQP5
2445,OBP2B,CDH1
2446,OBP2B,CHI3L2
2447,OBP2B,DKK1
2448,OBP2B,GPRIN2
2449,OBP2B,KRT23
2450,OBP2B,POF1B
2451,OBP2B,PPP1R1A
2452,OBP2B,PPP1R1B
2453,OBP2B,SLC34A2
2454,OBP2B,SLC5A1
2455,OBP2B,TLX1
2456,OBP2B,TMPRSS3
2457,OGN,ABCA8
2458,OGN,APOD
2459,OGN,C2orf40
2460,OGN,FGF10
2461,OGN,PAM50Call_RNAseq
2462,OGN,TPSD1
2463,OLFM4,ATP13A5
2464,OLFM4,EDN3
2465,OLFM4,FAT2
2466,OLFM4,FOLR1
2467,OLFM4,HSD17B2
2468,OLFM4,PIGR
2469,OLFM4,PIK3C2G
2470,OLFM4,PROM1
2471,OLFM4,TF
2472,OLFM4,TFPI2
2473,ONECUT2,C1orf106
2474,ONECUT2,CECR2
2475,ONECUT2,CXCL14
2476,ONECUT2,DCDC2
2477,ONECUT2,GATA4
2478,ONECUT2,NKX2-2
2479,ONECUT2,PSAT1
2480,ONECUT2,RIMS2
2481,ONECUT2,SLC6A11
2482,ORM1,ORM2
2483,ORM2,CHI3L2
2484,PART1,KCNF1
2485,PART1,PIK3C2G
2486,PART1,PLIN5
2487,PAX7,DCDC2
2488,PAX7,IYD
2489,PAX7,NKX2-2
2490,PAX7,PHGR1
2491,PAX7,PPP4R4
2492,PAX7,SOX2
2493,PCDH10,SHISA2
2494,PCDHA11,PCDHA12
2495,PCK1,AQP7
2496,PCK1,CNTFR
2497,PCK1,PPP1R1A
2498,PCK1,RBP4
2499,PCK1,TMEM132C
2500,PCSK1N,ADAMTS15
2501,PCSK1N,AR
2502,PCSK1N,CHGA
2503,PCSK1N,F7
2504,PCSK1N,KCNG1
2505,PCSK1N,MAPK4
2506,PCSK1N,RIMS2
2507,PCSK1N,SCRG1
2508,PCSK1N,SHC4
2509,PCSK1N,SLC6A11
2510,PCSK1N,TLX1
2511,PDZK1,C1orf173
2512,PDZK1,CHST8
2513,PDZK1,DCDC2
2514,PDZK1,DOK7
2515,PDZK1,IGSF1
2516,PDZK1,LPPR3
2517,PDZK1,PGLYRP2
2518,PDZK1,RBM24
2519,PDZK1,SYTL5
2520,PDZK1,TUBA3D
2521,PDZK1,TUBA3E
2522,PDZK1,WNK4
2523,PEG10,AREG
2524,PEG10,CTNND2
2525,PEG10,DKK1
2526,PEG10,FREM2
2527,PEG10,MAOB
2528,PEG10,PLCH1
2529,PEG10,VTCN1
2530,PGLYRP2,CHST8
2531,PGLYRP2,CYP4F11
2532,PGLYRP2,CYP4F22
2533,PGLYRP2,DOK7
2534,PGLYRP2,EMX1
2535,PGLYRP2,GRIK3
2536,PGLYRP2,KCNF1
2537,PGLYRP2,MAPT
2538,PGLYRP2,PLIN5
2539,PGLYRP2,RASAL1
2540,PGLYRP2,SLC6A11
2541,PGLYRP2,THRSP
2542,PGLYRP2,TMPRSS6
2543,PGLYRP2,TSPAN8
2544,PGLYRP2,TUBA3D
2545,PGR,ABCC13
2546,PGR,C1orf173
2547,PGR,CLIC6
2548,PGR,CXCL14
2549,PGR,DCDC2
2550,PGR,DOK7
2551,PGR,GRIK3
2552,PGR,GRPR
2553,PGR,LOC389033
2554,PGR,MAPT
2555,PGR,NEK10
2556,PGR,NMU
2557,PGR,PTPRT
2558,PGR,RASAL1
2559,PGR,RBM24
2560,PGR,RGS22
2561,PGR,SCUBE2
2562,PGR,SERPINA11
2563,PGR,SLC7A2
2564,PGR,SLITRK6
2565,PGR,ZNF385B
2566,PHGR1,C1orf106
2567,PHGR1,CPA6
2568,PHGR1,DOK7
2569,PHGR1,MS4A8B
2570,PHGR1,NEURL
2571,PHGR1,TSPAN1
2572,PHGR1,TUBA3E
2573,PI15,C2orf40
2574,PI15,CHI3L2
2575,PI15,DLGAP1
2576,PI15,FGF10
2577,PI15,MAPK4
2578,PI15,PCSK1
2579,PI16,ABCA8
2580,PI16,CCL19
2581,PI16,CHRDL1
2582,PI16,DARC
2583,PI16,SCARA5
2584,PI3,BBOX1
2585,PI3,CCL18
2586,PI3,FGFBP1
2587,PI3,HSD17B2
2588,PI3,KRT6C
2589,PI3,RHCG
2590,PI3,SLPI
2591,PIGR,APOD
2592,PIGR,COL17A1
2593,PIGR,DARC
2594,PIGR,DLK1
2595,PIGR,EDN3
2596,PIGR,ELF5
2597,PIGR,GRPR
2598,PIGR,IGJ
2599,PIGR,LOC642587
2600,PIGR,LRG1
2601,PIGR,MUC15
2602,PIGR,PROL1
2603,PIGR,SLC13A2
2604,PIGR,TF
2605,PIP,ABCC11
2606,PIP,ANKRD30B
2607,PIP,BPIL1
2608,PIP,CAPN8
2609,PIP,CARTPT
2610,PIP,CYP4F8
2611,PIP,DCD
2612,PIP,FBN3
2613,PIP,FGF10
2614,PIP,FREM2
2615,PIP,GJB1
2616,PIP,GLDC
2617,PIP,HMGCS2
2618,PIP,LOC642587
2619,PIP,LOC728606
2620,PIP,LRG1
2621,PIP,LTF
2622,PIP,PYDC1
2623,PIP,SCGB3A1
2624,PIP,SDR16C5
2625,PIP,SPAG6
2626,PIP,TAT
2627,PIP,TMC5
2628,PIP,ZNF385B
2629,PKP1,C1orf106
2630,PKP1,CNTFR
2631,PKP1,DSG1
2632,PKP1,FGFBP1
2633,PKP1,GJB3
2634,PKP1,MYT1
2635,PKP1,PCOLCE2
2636,PKP1,RGS22
2637,PKP1,SLC6A15
2638,PKP1,TMPRSS6
2639,PKP1,TRIM29
2640,PLA2G2A,APOD
2641,PLA2G2A,CCL19
2642,PLA2G2A,CRYM
2643,PLA2G2A,HP
2644,PLA2G2A,NKAIN1
2645,PLA2G2A,PI16
2646,PLA2G2A,PPP1R1A
2647,PLA2G2A,SCARA5
2648,PLA2G2A,TSPAN8
2649,PLA2G2D,CCL18
2650,PLA2G2D,CD79A
2651,PLA2G2D,FCRL5
2652,PLCH1,C1orf106
2653,PLCH1,DKK1
2654,PLCH1,NOVA1
2655,PLCH1,PIK3C2G
2656,PLCH1,TMEM40
2657,PLIN1,AQP7
2658,PLIN1,CIDEA
2659,PLIN1,GPD1
2660,PLIN1,PCK1
2661,PLIN1,PLIN4
2662,PLIN1,TMEM132C
2663,PLIN4,AQP7
2664,PLIN4,HRASLS5
2665,PLIN4,PLIN5
2666,PLIN4,TMEM132C
2667,PLIN5,EMX1
2668,PNMT,ERBB2
2669,PNMT,PI15
2670,PNMT,SHISA2
2671,PNMT,SLC26A3
2672,POF1B,APOD
2673,POF1B,FAM83A
2674,POF1B,PCDH10
2675,POF1B,TMEM40
2676,PON3,HSD17B2
2677,PON3,SHISA9
2678,PP14571,ERBB2
2679,PP14571,LOC84740
2680,PPAN-P2RY11,KRT13
2681,PPP1R14C,BCL11A
2682,PPP1R14C,CLSTN2
2683,PPP1R14C,DEFB1
2684,PPP1R14C,DKK1
2685,PPP1R14C,GJB3
2686,PPP1R14C,MMP7
2687,PPP1R14C,PAM50Call_RNAseq
2688,PPP1R14C,PSAT1
2689,PPP1R14C,S100A2
2690,PPP1R14C,SLC6A11
2691,PPP1R14C,SMOC1
2692,PPP1R14C,TMEM40
2693,PPP1R14C,ZFP57
2694,PPP1R1A,CHRDL1
2695,PPP1R1A,HP
2696,PPP1R1A,PCOLCE2
2697,PPP1R1A,RBP4
2698,PPP1R1B,C16orf89
2699,PPP1R1B,CXCL17
2700,PPP1R1B,HSD17B2
2701,PPP1R1B,LGR6
2702,PPP1R1B,PNMT
2703,PPP1R1B,PPP1R1A
2704,PPP1R1B,S100A1
2705,PPP1R1B,SLC5A1
2706,PPP1R1B,SLC6A14
2707,PPP1R1B,TRPV6
2708,PPP2R2C,CECR2
2709,PPP2R2C,CHST8
2710,PPP2R2C,EEF1A2
2711,PPP2R2C,GATA4
2712,PPP2R2C,GRM4
2713,PPP2R2C,KNDC1
2714,PPP2R2C,MYT1
2715,PPP2R2C,RIMS2
2716,PPP2R2C,RIMS4
2717,PPP2R2C,SLC9A2
2718,PPP2R2C,TNNT1
2719,PPP4R4,C1orf173
2720,PPP4R4,KRT23
2721,PPP4R4,PNMT
2722,PRAME,ABCC11
2723,PRAME,ACTL8
2724,PRAME,C1orf106
2725,PRAME,CAPN8
2726,PRAME,CCNO
2727,PRAME,CYP4F8
2728,PRAME,GABBR2
2729,PRAME,GRM4
2730,PRAME,HEPACAM2
2731,PRAME,HOXB13
2732,PRAME,MAGEA1
2733,PRAME,PCSK1N
2734,PRAME,PLCH1
2735,PRAME,SCUBE2
2736,PRAME,SPAG6
2737,PRAME,SPDYC
2738,PRAME,TSPAN1
2739,PRAME,TTC36
2740,PRAME,ZIC1
2741,PRODH,ABCC12
2742,PROL1,C2orf40
2743,PROL1,DCDC2
2744,PROL1,EDN3
2745,PROL1,IRX1
2746,PROL1,MAOB
2747,PROL1,PIK3C2G
2748,PROL1,SBSN
2749,PROM1,BBOX1
2750,PROM1,BCL11A
2751,PROM1,C1orf106
2752,PROM1,DKK1
2753,PROM1,EEF1A2
2754,PROM1,GLYATL2
2755,PROM1,GPRIN2
2756,PROM1,HSD17B2
2757,PROM1,KRT23
2758,PROM1,KRT81
2759,PROM1,LY6K
2760,PROM1,MMP7
2761,PROM1,PEG10
2762,PROM1,PLCH1
2763,PROM1,PPP1R14C
2764,PROM1,SLC5A1
2765,PROM1,TF
2766,PROM1,TRIM29
2767,PROM1,VGLL1
2768,PROM1,VTCN1
2769,PROM1,ZIC1
2770,PRSS21,LY6K
2771,PSAT1,LOC84740
2772,PSCA,B3GNT3
2773,PSCA,FAM83A
2774,PSCA,FLT3
2775,PSCA,LOC100271831
2776,PSCA,LY6K
2777,PSCA,SOX2
2778,PSCA,TMEM40
2779,PTPRT,CAPN8
2780,PTPRT,CLSTN2
2781,PTPRT,CXCL14
2782,PTPRT,EMX1
2783,PTPRT,ERBB4
2784,PTPRT,GRIK3
2785,PTPRT,MAPT
2786,PTPRT,NAT1
2787,PTPRT,NEK10
2788,PTPRT,PAM50Call_RNAseq
2789,PTPRT,PLCH1
2790,PTPRT,SCUBE2
2791,PTPRT,SEZ6L
2792,PTPRT,SORCS1
2793,PTPRT,SYT1
2794,PTPRT,TPRG1
2795,PTPRT,VIPR2
2796,PTPRZ1,AKR1C2
2797,PTPRZ1,FAT2
2798,PTPRZ1,FGFBP1
2799,PTPRZ1,KLK8
2800,PTPRZ1,LGR6
2801,PTPRZ1,PART1
2802,PTPRZ1,PIK3C2G
2803,PTPRZ1,SHC4
2804,PTPRZ1,SOSTDC1
2805,PVALB,AFP
2806,PVALB,ASCL1
2807,PVALB,C10orf82
2808,PVALB,CBLN2
2809,PVALB,CGA
2810,PVALB,CPLX2
2811,PVALB,CST4
2812,PVALB,CTNND2
2813,PVALB,FAM3B
2814,PVALB,IGDCC3
2815,PVALB,KRT23
2816,PVALB,NXPH1
2817,PVALB,PDZK1IP1
2818,PVALB,PP14571
2819,PVALB,SLC26A3
2820,PVALB,SYT1
2821,PVALB,UGT2B15
2822,PYDC1,ANKRD43
2823,PYDC1,CST4
2824,PYDC1,CXADRP3
2825,PYDC1,CYP4X1
2826,PYDC1,F7
2827,PYDC1,LOC100271831
2828,PYDC1,LOC642587
2829,PYDC1,PDZK1IP1
2830,PYDC1,PLA2G2A
2831,PYDC1,PLA2G3
2832,RASAL1,B3GNT3
2833,RASAL1,GPRIN2
2834,RASAL1,GRM4
2835,RASAL1,TNFSF12-TNFSF13
2836,RBM24,ADAMTS15
2837,RBM24,ADAMTS19
2838,RBM24,CACNG4
2839,RBM24,CLSTN2
2840,RBM24,CXCL14
2841,RBM24,LOC389033
2842,RBM24,MKX
2843,RBM24,SYNPO2L
2844,RBM24,TRPV6
2845,RBP4,PCOLCE2
2846,RET,EMX1
2847,RET,GATA4
2848,RET,PSAT1
2849,RGS22,AFF3
2850,RGS22,FGF10
2851,RGS22,PHGR1
2852,RGS22,PSAT1
2853,RGS22,SEZ6L
2854,RHCG,AKR1C2
2855,RHCG,FGFBP1
2856,RHCG,GJB3
2857,RHCG,LOC84740
2858,RHCG,PSAT1
2859,RHCG,RASAL1
2860,RIMS2,CDH1
2861,RIMS2,CNTFR
2862,RIMS2,CPLX2
2863,RIMS2,GJB3
2864,RIMS2,PCSK1
2865,RIMS2,SLC6A15
2866,RIMS4,ABCC13
2867,RIMS4,C19orf33
2868,RIMS4,CHI3L2
2869,RIMS4,EMX1
2870,RIMS4,FSIP1
2871,RIMS4,GRIK3
2872,RIMS4,IGDCC3
2873,RIMS4,IL20
2874,RIMS4,MYT1
2875,RIMS4,NKAIN1
2876,RIMS4,SCNN1G
2877,ROBO2,ABCC13
2878,ROBO2,ATP6V0A4
2879,ROBO2,CXCL14
2880,ROBO2,FAM5B
2881,ROBO2,GRIK3
2882,ROBO2,INSM1
2883,ROBO2,PCDH10
2884,ROBO2,SLC7A2
2885,ROBO2,TMEM40
2886,ROBO2,TSPAN1
2887,ROBO2,VTCN1
2888,ROPN1,ART3
2889,ROPN1,BCL11A
2890,ROPN1,CHI3L2
2891,ROPN1,FOXA1
2892,ROPN1,MAPK4
2893,ROPN1,ROPN1B
2894,ROPN1,SCRG1
2895,ROPN1,TTYH1
2896,ROPN1,UGT8
2897,ROPN1B,PART1
2898,ROPN1B,SCRG1
2899,ROPN1B,TTYH1
2900,S100A1,PDZK1IP1
2901,S100A1,SCRG1
2902,S100A2,GJB3
2903,S100A2,MMP10
2904,S100A2,TMEM40
2905,S100A7,LCN2
2906,S100A7,S100A7A
2907,S100A7,S100A9
2908,S100A7,TMEM40
2909,S100A7A,S100A9
2910,S100A8,FAM83A
2911,S100A8,MMP1
2912,S100A8,NCCRP1
2913,S100A8,PI3
2914,S100A8,S100A7A
2915,S100A8,S100A9
2916,S100A8,TMEM40
2917,S100A8,TNFSF12-TNFSF13
2918,S100A9,DKK1
2919,S100A9,FUT3
2920,S100P,ATP6V0A4
2921,S100P,DCX
2922,S100P,FAM83A
2923,S100P,FAM83E
2924,S100P,NCCRP1
2925,S100P,NOVA1
2926,S100P,PI15
2927,S100P,PSCA
2928,S100P,RASAL1
2929,S100P,SCGN
2930,SAA1,HP
2931,SAA1,MMP7
2932,SAA2,SAA1
2933,SBSN,KCNG1
2934,SBSN,RHCG
2935,SBSN,SLC15A1
